,aspect_term,polarity,review_text
2780,['place'],0,"['the', 'decor', 'in', 'this', 'place', 'is', 'very', 'diner', 'ish', 'and', 'the', 'kind', 'of', 'aspect', 'term', 'you', 'expect', 'in', 'the', 'east', 'village', 'not', 'romantic', 'just', 'simple', 'small', 'and', 'sparse']"
2781,['place'],0,"['this', 'is', 'a', 'cute', 'aspect', 'term', 'and', 'could', 'be', 'good', 'but', 'they', 'need', 'to', 'get', 'their', 'act', 'together']"
2782,['lox'],0,"['the', 'aspect', 'term', 'is', 'always', 'fresh', 'too']"
2783,['service'],0,"['aspect', 'term', 'was', 'very', 'friendly']"
2784,"['thai', 'food']",0,"['so', 'all', ""i'm"", 'trying', 'to', 'say', 'is', 'this', 'restaurant', 'is', 'by', 'far', 'the', 'best', 'aspect', 'term', 'restaurant', ""i've"", 'ever', 'been', 'to']"
2785,['food'],1,"['aspect', 'term', 'was', 'ok', 'fish', 'was', 'cooked', 'well']"
2786,['fish'],0,"['food', 'was', 'ok', 'aspect', 'term', 'was', 'cooked', 'well']"
2787,"['chinese', 'food']",0,"['we', 'actually', 'left', 'hungry', 'and', 'went', 'across', 'the', 'street', 'to', 'wo', 'hop', 'at', '15', 'mott', 'street', 'for', 'some', 'good', 'aspect', 'term']"
2788,"['foie', 'gras', 'terrine', 'with', 'figs']",0,"['the', 'duck', 'confit', 'is', 'always', 'amazing', 'and', 'the', 'aspect', 'term', 'was', 'out', 'of', 'this', 'world']"
2789,"['duck', 'confit']",0,"['the', 'aspect', 'term', 'is', 'always', 'amazing', 'and', 'the', 'foie', 'gras', 'terrine', 'with', 'figs', 'was', 'out', 'of', 'this', 'world']"
2790,['staff'],2,"['the', 'whole', 'set', 'up', 'is', 'truly', 'unprofessional', 'and', 'i', 'wish', 'cafe', 'noir', 'would', 'get', 'some', 'good', 'aspect', 'term', 'because', 'despite', 'the', 'current', 'one', 'this', 'is', 'a', 'great', 'place']"
2791,['choices'],2,"['i', 'have', 'reservations', 'about', 'the', 'all', 'you', 'can', 'eat', 'deal', 'however', 'the', 'aspect', 'term', 'are', 'fairly', 'limited', 'and', 'you', 'can', 'probably', 'order', 'more', 'food', 'than', 'you', 'can', 'eat', 'for', 'less', 'than', '18', 'by', 'just', 'going', 'off', 'the', 'menu']"
2792,['reservations'],1,"['i', 'have', 'aspect', 'term', 'about', 'the', 'all', 'you', 'can', 'eat', 'deal', 'however', 'the', 'choices', 'are', 'fairly', 'limited', 'and', 'you', 'can', 'probably', 'order', 'more', 'food', 'than', 'you', 'can', 'eat', 'for', 'less', 'than', '18', 'by', 'just', 'going', 'off', 'the', 'menu']"
2793,['food'],1,"['i', 'have', 'reservations', 'about', 'the', 'all', 'you', 'can', 'eat', 'deal', 'however', 'the', 'choices', 'are', 'fairly', 'limited', 'and', 'you', 'can', 'probably', 'order', 'more', 'aspect', 'term', 'than', 'you', 'can', 'eat', 'for', 'less', 'than', '18', 'by', 'just', 'going', 'off', 'the', 'menu']"
2794,['menu'],1,"['i', 'have', 'reservations', 'about', 'the', 'all', 'you', 'can', 'eat', 'deal', 'however', 'the', 'choices', 'are', 'fairly', 'limited', 'and', 'you', 'can', 'probably', 'order', 'more', 'food', 'than', 'you', 'can', 'eat', 'for', 'less', 'than', '18', 'by', 'just', 'going', 'off', 'the', 'aspect', 'term']"
2795,['staff'],0,"['the', 'aspect', 'term', 'offers', 'impeccable', 'service']"
2796,['service'],0,"['the', 'staff', 'offers', 'impeccable', 'aspect', 'term']"
2797,"['gulab', 'jamun', 'dessert']",0,"['we', 'ended', 'our', 'great', 'experience', 'by', 'having', 'aspect', 'term', 'recommended', 'by', 'the', 'waiter']"
2798,['waiter'],0,"['we', 'ended', 'our', 'great', 'experience', 'by', 'having', 'gulab', 'jamun', 'dessert', 'recommended', 'by', 'the', 'aspect', 'term']"
2799,['price'],2,"['this', 'place', ""doesn't"", 'compare', 'with', ""mamoun's"", 'in', 'terms', 'of', 'aspect', 'term', 'freshness', 'value', 'and', 'consisent', 'quality', 'but', ""that's"", 'just', 'my', 'opinion']"
2800,['freshness'],2,"['this', 'place', ""doesn't"", 'compare', 'with', ""mamoun's"", 'in', 'terms', 'of', 'price', 'aspect', 'term', 'value', 'and', 'consisent', 'quality', 'but', ""that's"", 'just', 'my', 'opinion']"
2801,['value'],2,"['this', 'place', ""doesn't"", 'compare', 'with', ""mamoun's"", 'in', 'terms', 'of', 'price', 'freshness', 'aspect', 'term', 'and', 'consisent', 'quality', 'but', ""that's"", 'just', 'my', 'opinion']"
2802,['quality'],2,"['this', 'place', ""doesn't"", 'compare', 'with', ""mamoun's"", 'in', 'terms', 'of', 'price', 'freshness', 'value', 'and', 'consisent', 'aspect', 'term', 'but', ""that's"", 'just', 'my', 'opinion']"
2803,['place'],0,"['the', 'aspect', 'term', 'is', 'sleek', 'modern', 'and', 'playfull', 'and', 'i', 'will', 'return', 'again', 'frequently']"
2804,['food'],0,"['i', 'have', 'known', 'about', 'this', 'secret', 'for', 'the', 'last', '13', 'years', 'emilio', 'the', 'godfather', 'has', 'continued', 'to', 'serve', 'aspect', 'term', 'and', 'wine', 'for', 'the', 'gods', 'at', 'mortal', 'prices']"
2805,['wine'],0,"['i', 'have', 'known', 'about', 'this', 'secret', 'for', 'the', 'last', '13', 'years', 'emilio', 'the', 'godfather', 'has', 'continued', 'to', 'serve', 'food', 'and', 'aspect', 'term', 'for', 'the', 'gods', 'at', 'mortal', 'prices']"
2806,['prices'],0,"['i', 'have', 'known', 'about', 'this', 'secret', 'for', 'the', 'last', '13', 'years', 'emilio', 'the', 'godfather', 'has', 'continued', 'to', 'serve', 'food', 'and', 'wine', 'for', 'the', 'gods', 'at', 'mortal', 'aspect', 'term']"
2807,"['brioche', 'and', 'lollies']",0,"['the', 'aspect', 'term', 'as', 'party', 'favors', 'is', 'a', 'cute', 'and', 'sweet', 'touch', 'to', 'a', 'most', 'memorable', 'meal']"
2808,['meal'],0,"['the', 'brioche', 'and', 'lollies', 'as', 'party', 'favors', 'is', 'a', 'cute', 'and', 'sweet', 'touch', 'to', 'a', 'most', 'memorable', 'aspect', 'term']"
2809,"['2', 'person', 'table']",2,"['after', 'being', 'told', 'that', 'our', 'party', 'of', 'three', 'would', 'be', 'seated', 'in', '10', 'minutes', 'and', 'watching', 'other', 'parties', 'multiples', 'of', '2', 'and', 'higher', 'seated', 'for', '40', 'minutes', 'the', 'three', 'of', 'us', 'were', 'squished', 'into', 'a', 'small', 'aspect', 'term']"
2810,['bill'],2,"['and', 'the', 'aspect', 'term', 'was', 'outragous']"
2811,['food'],0,"['the', 'service', 'was', 'attentive', 'yet', 'unimposing', 'the', 'aspect', 'term', 'was', 'far', 'better', 'than', 'many', 'notorious', 'restaurants', 'in', 'midtown', 'and', 'the', 'wine', 'list', 'is', 'extensive', 'and', 'well', 'priced']"
2812,"['wine', 'list']",0,"['the', 'service', 'was', 'attentive', 'yet', 'unimposing', 'the', 'food', 'was', 'far', 'better', 'than', 'many', 'notorious', 'restaurants', 'in', 'midtown', 'and', 'the', 'aspect', 'term', 'is', 'extensive', 'and', 'well', 'priced']"
2813,['priced'],0,"['the', 'service', 'was', 'attentive', 'yet', 'unimposing', 'the', 'food', 'was', 'far', 'better', 'than', 'many', 'notorious', 'restaurants', 'in', 'midtown', 'and', 'the', 'wine', 'list', 'is', 'extensive', 'and', 'well', 'aspect', 'term']"
2814,"['wait', 'staff']",0,"['kind', 'attentive', 'aspect', 'term']"
2815,['salads'],0,"['aspect', 'term', 'were', 'fantastic']"
2816,['owners'],0,"['the', 'aspect', 'term', 'and', 'employees', 'are', 'friendly', 'and', 'their', 'pizza', 'is', 'fantastic']"
2817,['employees'],0,"['the', 'owners', 'and', 'aspect', 'term', 'are', 'friendly', 'and', 'their', 'pizza', 'is', 'fantastic']"
2818,['pizza'],0,"['the', 'owners', 'and', 'employees', 'are', 'friendly', 'and', 'their', 'aspect', 'term', 'is', 'fantastic']"
2819,['food'],0,"['the', 'aspect', 'term', 'is', 'yummy', 'especially', 'their', 'cooked', 'to', 'perfection', 'mussels', 'in', 'spicy', 'tomato', 'sauce', 'and', 'their', 'shoestring', 'crispy', 'fries']"
2820,"['mussels', 'in', 'spicy', 'tomato', 'sauce']",0,"['the', 'food', 'is', 'yummy', 'especially', 'their', 'cooked', 'to', 'perfection', 'aspect', 'term', 'and', 'their', 'shoestring', 'crispy', 'fries']"
2821,['fries'],0,"['the', 'food', 'is', 'yummy', 'especially', 'their', 'cooked', 'to', 'perfection', 'mussels', 'in', 'spicy', 'tomato', 'sauce', 'and', 'their', 'shoestring', 'crispy', 'aspect', 'term']"
2822,['food'],0,"['the', 'aspect', 'term', 'is', 'authentic', 'italian', 'delicious']"
2823,['dessert'],2,"['skip', 'aspect', 'term']"
2824,['bagel'],0,"['i', 'complete', 'the', 'total', 'aspect', 'term', 'experience', 'by', 'having', 'it', 'lightly', 'toasted']"
2825,['servers'],2,"['it', 'was', 'like', 'the', 'aspect', 'term', 'forgot', 'that', 'they', 'actually', 'worked', 'there', 'and', 'instead', 'wanted', 'to', 'hang', 'out', 'and', 'be', 'cool']"
2826,['service'],0,"['the', 'aspect', 'term', 'is', 'good', 'and', 'ambience', 'is', 'good', 'for', 'a', 'date', 'or', 'group', 'outing']"
2827,['ambience'],0,"['the', 'service', 'is', 'good', 'and', 'aspect', 'term', 'is', 'good', 'for', 'a', 'date', 'or', 'group', 'outing']"
2828,"['case', 'of', 'snapple']",1,"['a', 'great', 'way', 'to', 'make', 'some', 'money', 'is', 'to', 'buy', 'a', 'aspect', 'term', 'from', 'costco', 'and', 'sell', 'it', 'right', 'outside', 'for', 'only', '2', '50']"
2829,['food'],0,"[""it's"", 'all', 'about', 'the', 'aspect', 'term']"
2830,['service'],0,"['fast', 'aspect', 'term']"
2831,['staff'],0,"['the', 'aspect', 'term', 'is', 'excellent', 'specjal', 'that', 'girl', 'behind', 'the', 'bar', 'european', 'chic']"
2832,['bar'],1,"['the', 'staff', 'is', 'excellent', 'specjal', 'that', 'girl', 'behind', 'the', 'aspect', 'term', 'european', 'chic']"
2833,['chicken'],0,"['stick', 'with', 'the', 'aspect', 'term', 'beef', 'and', 'lamb', 'dishes']"
2834,['beef'],0,"['stick', 'with', 'the', 'chicken', 'aspect', 'term', 'and', 'lamb', 'dishes']"
2835,"['lamb', 'dishes']",0,"['stick', 'with', 'the', 'chicken', 'beef', 'and', 'aspect', 'term']"
2836,['service'],2,"['the', 'aspect', 'term', 'was', 'bad', 'the', 'food', 'took', 'to', 'forever', 'to', 'come', 'we', 'sat', 'on', 'the', 'upper', 'level']"
2837,['food'],2,"['the', 'service', 'was', 'bad', 'the', 'aspect', 'term', 'took', 'to', 'forever', 'to', 'come', 'we', 'sat', 'on', 'the', 'upper', 'level']"
2838,['quality'],0,"['we', 'a', 'menu', 'that', 'rearely', 'changes', 'e', 'xcept', 'for', 'one', 'or', 'two', 'specials', 'the', 'aspect', 'term', 'and', 'care', 'they', 'put', 'in', 'thier', 'food', 'in', 'evident']"
2839,['care'],0,"['we', 'a', 'menu', 'that', 'rearely', 'changes', 'e', 'xcept', 'for', 'one', 'or', 'two', 'specials', 'the', 'quality', 'and', 'aspect', 'term', 'they', 'put', 'in', 'thier', 'food', 'in', 'evident']"
2840,['food'],0,"['we', 'a', 'menu', 'that', 'rearely', 'changes', 'e', 'xcept', 'for', 'one', 'or', 'two', 'specials', 'the', 'quality', 'and', 'care', 'they', 'put', 'in', 'thier', 'aspect', 'term', 'in', 'evident']"
2841,['specials'],1,"['we', 'a', 'menu', 'that', 'rearely', 'changes', 'e', 'xcept', 'for', 'one', 'or', 'two', 'aspect', 'term', 'the', 'quality', 'and', 'care', 'they', 'put', 'in', 'thier', 'food', 'in', 'evident']"
2842,['priced'],0,"['this', 'restaurant', 'is', 'a', 'wonderful', 'place', 'to', 'go', 'many', 'times', 'and', 'it', 'is', 'reasonably', 'aspect', 'term']"
2843,['food'],0,"['bottom', 'line', 'b', 'for', 'the', 'aspect', 'term', 'f', 'for', 'the', 'service']"
2844,['service'],2,"['bottom', 'line', 'b', 'for', 'the', 'food', 'f', 'for', 'the', 'aspect', 'term']"
2845,['waiters'],0,"['the', 'only', 'thing', 'the', 'aspect', 'term', ""don't"", 'do', 'for', 'you', 'is', 'wipe', 'your', 'chin', 'when', 'you', 'leave']"
2846,['noodles'],1,"['stick', 'to', 'dimsum', 'not', 'super', 'overpriced', 'aspect', 'term']"
2847,['dimsum'],0,"['stick', 'to', 'aspect', 'term', 'not', 'super', 'overpriced', 'noodles']"
2848,['service'],0,"['the', 'aspect', 'term', 'is', 'fine', 'and', 'they', 'allow', 'you', 'to', 'enjoy', 'the', 'view']"
2849,['view'],0,"['the', 'service', 'is', 'fine', 'and', 'they', 'allow', 'you', 'to', 'enjoy', 'the', 'aspect', 'term']"
2850,['staff'],2,"['we', 'there', 'were', 'four', 'of', 'us', 'arrived', 'at', 'noon', 'the', 'place', 'was', 'empty', 'and', 'the', 'aspect', 'term', 'acted', 'like', 'we', 'were', 'imposing', 'on', 'them', 'and', 'they', 'were', 'very', 'rude']"
2851,['food'],0,"['delicious', 'simple', 'aspect', 'term', 'in', 'nice', 'outdoor', 'atmosphere']"
2852,['atmosphere'],0,"['delicious', 'simple', 'food', 'in', 'nice', 'outdoor', 'aspect', 'term']"
2853,['prices'],2,"['the', 'only', 'fallback', 'on', 'this', 'restaurant', 'is', 'the', 'aspect', 'term']"
2854,['dinner'],1,"[""i've"", 'been', 'to', 'naples', '45', 'for', 'aspect', 'term', 'twice']"
2855,['soup'],2,"['the', 'hot', 'and', 'sour', 'aspect', 'term', 'was', 'unbearably', 'hot', 'and', 'tasted', 'of', 'only', 'pepper', 'and', 'nothing', 'else']"
2856,['pepper'],2,"['the', 'hot', 'and', 'sour', 'soup', 'was', 'unbearably', 'hot', 'and', 'tasted', 'of', 'only', 'aspect', 'term', 'and', 'nothing', 'else']"
2857,"['sushimi', 'cucumber', 'roll']",0,"['try', 'aspect', 'term']"
2858,['food'],0,"['the', 'aspect', 'term', 'is', 'delicious']"
2859,"['wines', 'by', 'the', 'glass']",0,"['their', 'aspect', 'term', 'are', 'a', 'great', 'accompaniment', 'and', 'you', 'can', 'eat', 'like', 'a', 'king', 'with', 'wine', 'for', 'under', '30']"
2860,['wine'],1,"['their', 'wines', 'by', 'the', 'glass', 'are', 'a', 'great', 'accompaniment', 'and', 'you', 'can', 'eat', 'like', 'a', 'king', 'with', 'aspect', 'term', 'for', 'under', '30']"
2861,['place'],0,"['this', 'aspect', 'term', 'has', 'the', 'the', 'correct', 'ambience', 'and', 'an', 'excellent', 'staff', 'to', 'make', 'you', 'feel', 'like', 'a', 'guest', 'and', 'a', 'friend', 'at', 'the', 'same', 'time']"
2862,['ambience'],0,"['this', 'place', 'has', 'the', 'the', 'correct', 'aspect', 'term', 'and', 'an', 'excellent', 'staff', 'to', 'make', 'you', 'feel', 'like', 'a', 'guest', 'and', 'a', 'friend', 'at', 'the', 'same', 'time']"
2863,['staff'],0,"['this', 'place', 'has', 'the', 'the', 'correct', 'ambience', 'and', 'an', 'excellent', 'aspect', 'term', 'to', 'make', 'you', 'feel', 'like', 'a', 'guest', 'and', 'a', 'friend', 'at', 'the', 'same', 'time']"
2864,['salt'],2,"['yeah', 'shanghai', 'is', 'also', 'great', 'but', 'not', 'quite', 'as', 'good', 'they', 'use', 'the', 'same', 'amount', 'of', 'aspect', 'term', 'but', 'without', 'sweetness', 'to', 'balance', 'out']"
2865,['sushi'],1,"['believe', 'us', ""we've"", 'been', 'eating', 'aspect', 'term', 'for', 'over', '15', 'yrs']"
2866,['atmosphere'],0,"['the', 'aspect', 'term', 'is', 'much', 'better', 'than', 'sripraphai', 'more', 'modern', 'and', 'sleek']"
2867,['food'],0,"['the', 'aspect', 'term', 'is', 'outstanding', 'and', 'the', 'service', 'is', 'quick', 'friendly', 'and', 'very', 'professional']"
2868,['service'],0,"['the', 'food', 'is', 'outstanding', 'and', 'the', 'aspect', 'term', 'is', 'quick', 'friendly', 'and', 'very', 'professional']"
2869,['bagels'],0,"['the', 'aspect', 'term', 'always', 'warm', 'soft', 'on', 'the', 'inside', 'crispy', 'on', 'the', 'outside', 'and', 'enormous', 'in', 'size']"
2870,['dinner'],1,"['i', 'had', 'a', 'late', 'aspect', 'term', 'at', 'lucky', 'stike', 'a', 'great', 'name', 'for', 'a', 'joint', 'if', 'ever', 'i', 'saw', 'one']"
2871,['service'],0,"['aspect', 'term', 'is', 'fast', 'and', 'friendly']"
2872,['staff'],1,"['from', 'an', 'english', 'speaking', 'aspect', 'term']"
2873,"['potato', 'chips']",0,"['and', 'they', 'have', 'these', 'home', 'made', 'aspect', 'term', 'at', 'the', 'bar', 'that', 'are', 'the', 'most', 'delicious', 'things', 'in', 'the', 'world']"
2874,['bar'],1,"['and', 'they', 'have', 'these', 'home', 'made', 'potato', 'chips', 'at', 'the', 'aspect', 'term', 'that', 'are', 'the', 'most', 'delicious', 'things', 'in', 'the', 'world']"
2875,['portions'],0,"['my', 'husband', 'and', 'i', 'enjoyed', 'each', 'of', 'the', '6', 'taste', 'size', 'aspect', 'term', 'and', 'left', 'completely', 'full']"
2876,['table'],2,"['i', 'went', 'here', 'with', 'a', 'friend', 'on', 'a', 'whim', 'we', 'went', 'someplace', 'else', 'first', 'and', ""couldn't"", 'get', 'a', 'aspect', 'term']"
2877,"['pasta', ""entre'es""]",0,"['we', 'all', 'ate', 'aspect', 'term', 'which', 'were', 'great']"
2878,['steak'],0,"['the', 'aspect', 'term', 'was', 'excellent', 'and', 'one', 'of', 'the', 'best', 'i', 'have', 'had', 'i', 'tasted', 'the', 'butter', 'intitally', 'but', 'in', 'no', 'way', 'did', 'it', 'overwhelm', 'the', 'flavor', 'of', 'the', 'meat']"
2879,['butter'],2,"['the', 'steak', 'was', 'excellent', 'and', 'one', 'of', 'the', 'best', 'i', 'have', 'had', 'i', 'tasted', 'the', 'aspect', 'term', 'intitally', 'but', 'in', 'no', 'way', 'did', 'it', 'overwhelm', 'the', 'flavor', 'of', 'the', 'meat']"
2880,['flavor'],1,"['the', 'steak', 'was', 'excellent', 'and', 'one', 'of', 'the', 'best', 'i', 'have', 'had', 'i', 'tasted', 'the', 'butter', 'intitally', 'but', 'in', 'no', 'way', 'did', 'it', 'overwhelm', 'the', 'aspect', 'term', 'of', 'the', 'meat']"
2881,['meat'],0,"['the', 'steak', 'was', 'excellent', 'and', 'one', 'of', 'the', 'best', 'i', 'have', 'had', 'i', 'tasted', 'the', 'butter', 'intitally', 'but', 'in', 'no', 'way', 'did', 'it', 'overwhelm', 'the', 'flavor', 'of', 'the', 'aspect', 'term']"
2882,['food'],2,"['the', 'aspect', 'term', 'was', 'boring', 'and', 'expensive']"
2883,['ambience'],0,"['the', 'aspect', 'term', 'is', 'pretty', 'and', 'nice', 'for', 'conversation', 'so', 'a', 'casual', 'lunch', 'here', 'would', 'probably', 'be', 'best']"
2884,['lunch'],0,"['the', 'ambience', 'is', 'pretty', 'and', 'nice', 'for', 'conversation', 'so', 'a', 'casual', 'aspect', 'term', 'here', 'would', 'probably', 'be', 'best']"
2885,['menu'],0,"['terrific', 'aspect', 'term', 'full', 'of', 'unique', 'rolls', 'and', 'special', 'dishes']"
2886,['rolls'],0,"['terrific', 'menu', 'full', 'of', 'unique', 'aspect', 'term', 'and', 'special', 'dishes']"
2887,['dishes'],0,"['terrific', 'menu', 'full', 'of', 'unique', 'rolls', 'and', 'special', 'aspect', 'term']"
2888,['service'],2,"['the', 'aspect', 'term', 'is', 'ok', 'but', 'could', 'be', 'better']"
2889,['food'],0,"['we', 'love', 'the', 'aspect', 'term', 'drinks', 'and', 'atmosphere']"
2890,['drinks'],0,"['we', 'love', 'the', 'food', 'aspect', 'term', 'and', 'atmosphere']"
2891,['atmosphere'],0,"['we', 'love', 'the', 'food', 'drinks', 'and', 'aspect', 'term']"
2892,"['customer', 'service']",2,"['i', 'was', 'here', 'a', 'few', 'weeks', 'back', 'and', 'we', 'had', 'the', 'worst', 'aspect', 'term', 'experience', 'at', 'a', 'restaurant', 'ever']"
2893,['place'],0,"['went', 'on', 'a', '3', 'day', 'oyster', 'binge', 'with', 'fish', 'bringing', 'up', 'the', 'closing', 'and', 'i', 'am', 'so', 'glad', 'this', 'was', 'the', 'aspect', 'term', 'it', 'o', 'trip', 'ended', 'because', 'it', 'was', 'so', 'great']"
2894,['oyster'],1,"['went', 'on', 'a', '3', 'day', 'aspect', 'term', 'binge', 'with', 'fish', 'bringing', 'up', 'the', 'closing', 'and', 'i', 'am', 'so', 'glad', 'this', 'was', 'the', 'place', 'it', 'o', 'trip', 'ended', 'because', 'it', 'was', 'so', 'great']"
2895,['fish'],1,"['went', 'on', 'a', '3', 'day', 'oyster', 'binge', 'with', 'aspect', 'term', 'bringing', 'up', 'the', 'closing', 'and', 'i', 'am', 'so', 'glad', 'this', 'was', 'the', 'place', 'it', 'o', 'trip', 'ended', 'because', 'it', 'was', 'so', 'great']"
2896,"['maitre', ""d'""]",2,"['took', 'my', 'mom', 'for', ""mother's"", 'day', 'and', 'the', 'aspect', 'term', 'was', 'pretty', 'rude']"
2897,"['sushi', 'bar']",1,"['my', 'husband', 'and', 'i', 'have', 'been', 'there', 'a', 'couple', 'of', 'times', 'and', 'each', 'time', 'we', 'sat', 'at', 'the', 'aspect', 'term', 'chef', 'yoshi', 'and', 'ordered', 'everything', 'ala', 'carte']"
2898,['chef'],1,"['my', 'husband', 'and', 'i', 'have', 'been', 'there', 'a', 'couple', 'of', 'times', 'and', 'each', 'time', 'we', 'sat', 'at', 'the', 'sushi', 'bar', 'aspect', 'term', 'yoshi', 'and', 'ordered', 'everything', 'ala', 'carte']"
2899,"['ala', 'carte']",1,"['my', 'husband', 'and', 'i', 'have', 'been', 'there', 'a', 'couple', 'of', 'times', 'and', 'each', 'time', 'we', 'sat', 'at', 'the', 'sushi', 'bar', 'chef', 'yoshi', 'and', 'ordered', 'everything', 'aspect', 'term']"
2900,['vibe'],0,"['the', 'aspect', 'term', 'is', 'very', 'relaxed', 'and', 'cozy', 'service', 'was', 'great', 'and', 'the', 'food', 'was', 'excellent']"
2901,['service'],0,"['the', 'vibe', 'is', 'very', 'relaxed', 'and', 'cozy', 'aspect', 'term', 'was', 'great', 'and', 'the', 'food', 'was', 'excellent']"
2902,['food'],0,"['the', 'vibe', 'is', 'very', 'relaxed', 'and', 'cozy', 'service', 'was', 'great', 'and', 'the', 'aspect', 'term', 'was', 'excellent']"
2903,['table'],0,"['if', 'the', 'weather', 'is', 'nice', 'try', 'to', 'snag', 'an', 'outside', 'aspect', 'term']"
2904,['quality'],0,"['if', 'you', 'are', 'looking', 'for', 'a', 'good', 'aspect', 'term', 'cheap', 'eats', 'this', 'is', 'the', 'place']"
2905,['service'],0,"['the', 'aspect', 'term', 'was', 'friendly', 'and', 'the', 'atmosphere', 'was', 'casual']"
2906,['atmosphere'],0,"['the', 'service', 'was', 'friendly', 'and', 'the', 'aspect', 'term', 'was', 'casual']"
2907,['bagels'],1,"['when', 'i', 'lived', 'upstate', 'for', 'a', 'while', 'i', 'would', 'buy', 'freeze', 'the', 'aspect', 'term', 'and', 'they', 'would', 'still', 'be', 'better', 'than', 'any', 'else']"
2908,"['pad', 'see', 'ew']",0,"['i', 'recommend', 'their', 'aspect', 'term', 'pork', 'chops', 'or', 'tofu', 'plates']"
2909,"['pork', 'chops']",0,"['i', 'recommend', 'their', 'pad', 'see', 'ew', 'aspect', 'term', 'or', 'tofu', 'plates']"
2910,"['tofu', 'plates']",0,"['i', 'recommend', 'their', 'pad', 'see', 'ew', 'pork', 'chops', 'or', 'aspect', 'term']"
2911,['taste'],0,"['never', 'in', 'my', 'life', 'did', 'i', 'think', 'that', 'i', 'could', 'be', 'satisfied', 'both', 'in', 'aspect', 'term', 'and', 'in', 'quantity', 'for', '3', '00', 'in', 'nyc']"
2912,['quantity'],0,"['never', 'in', 'my', 'life', 'did', 'i', 'think', 'that', 'i', 'could', 'be', 'satisfied', 'both', 'in', 'taste', 'and', 'in', 'aspect', 'term', 'for', '3', '00', 'in', 'nyc']"
2913,['bartender'],1,"['this', 'is', 'the', 'best', 'secret', 'place', 'in', ""midtown'"", 'i', 'heard', 'that', 'from', 'the', 'aspect', 'term', 'after', 'having', 'brilliant', 'food', 'try', 'steak', 'with', 'portobello', 'mushrooms', 'and', 'drinks', 'on', 'the', 'bar', 'last', 'tuesday']"
2914,['food'],0,"['this', 'is', 'the', 'best', 'secret', 'place', 'in', ""midtown'"", 'i', 'heard', 'that', 'from', 'the', 'bartender', 'after', 'having', 'brilliant', 'aspect', 'term', 'try', 'steak', 'with', 'portobello', 'mushrooms', 'and', 'drinks', 'on', 'the', 'bar', 'last', 'tuesday']"
2915,['drinks'],0,"['this', 'is', 'the', 'best', 'secret', 'place', 'in', ""midtown'"", 'i', 'heard', 'that', 'from', 'the', 'bartender', 'after', 'having', 'brilliant', 'food', 'try', 'steak', 'with', 'portobello', 'mushrooms', 'and', 'aspect', 'term', 'on', 'the', 'bar', 'last', 'tuesday']"
2916,"['steak', 'with', 'portobello', 'mushrooms']",0,"['this', 'is', 'the', 'best', 'secret', 'place', 'in', ""midtown'"", 'i', 'heard', 'that', 'from', 'the', 'bartender', 'after', 'having', 'brilliant', 'food', 'try', 'aspect', 'term', 'and', 'drinks', 'on', 'the', 'bar', 'last', 'tuesday']"
2917,['bar'],1,"['this', 'is', 'the', 'best', 'secret', 'place', 'in', ""midtown'"", 'i', 'heard', 'that', 'from', 'the', 'bartender', 'after', 'having', 'brilliant', 'food', 'try', 'steak', 'with', 'portobello', 'mushrooms', 'and', 'drinks', 'on', 'the', 'aspect', 'term', 'last', 'tuesday']"
2918,['service'],0,"['the', 'aspect', 'term', 'was', 'excellent', 'friendly', 'and', 'attentive']"
2919,"['main', 'course']",0,"['the', 'aspect', 'term', 'had', 'an', 'average', 'portion', 'and', 'was', 'decent', 'overall']"
2920,['portion'],1,"['the', 'main', 'course', 'had', 'an', 'average', 'aspect', 'term', 'and', 'was', 'decent', 'overall']"
2921,['reservation'],2,"['20', 'minutes', 'for', 'our', 'aspect', 'term', 'but', 'it', 'gave', 'us', 'time', 'to', 'have', 'a', 'few', 'cocktails', 'and', 'enjoy', 'our', 'surroundings', 'and', 'each', 'other']"
2922,['cocktails'],0,"['20', 'minutes', 'for', 'our', 'reservation', 'but', 'it', 'gave', 'us', 'time', 'to', 'have', 'a', 'few', 'aspect', 'term', 'and', 'enjoy', 'our', 'surroundings', 'and', 'each', 'other']"
2923,['surroundings'],0,"['20', 'minutes', 'for', 'our', 'reservation', 'but', 'it', 'gave', 'us', 'time', 'to', 'have', 'a', 'few', 'cocktails', 'and', 'enjoy', 'our', 'aspect', 'term', 'and', 'each', 'other']"
2924,['waitstaff'],0,"['aspect', 'term', 'is', 'great', 'very', 'attentive']"
2925,"['dinner', 'menu']",0,"['the', 'aspect', 'term', 'is', 'diverse', 'and', 'top', 'notch', 'as', 'well']"
2926,['cuisine'],0,"['it', 'is', 'what', 'modern', 'aspect', 'term', 'is', 'all', 'about']"
2927,"['indian', 'food']",0,"['i', ""don't"", 'like', 'aspect', 'term', 'too', 'much', 'and', 'this', 'was', 'delicious', 'however', 'you', 'want', 'to', 'factor', 'that', 'into', 'the', 'equation']"
2928,['dishes'],0,"['at', 'taj', 'vegetarians', 'can', 'rejoice', 'all', 'the', 'aspect', 'term', 'are', 'manna', 'from', 'heaven']"
2929,['bill'],2,"['i', ""won't"", 'go', 'back', 'unless', 'someone', 'else', 'is', 'footing', 'the', 'aspect', 'term']"
